"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","277","Komi","Komi","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","278","Kongo","Kongo","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","280","Kosraean","Kosraean","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","281","Krahn","Krahn","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","282","Kru","Kru","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","283","Kumyk","Kumyk","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","284","Kurux","Kurux","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","285","Kwanyama","Kwanyama","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","286","Kyrghyz","Kyrghyz","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","287","Laki","Laki","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","288","Lamba","Lamba","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","289","Limburgish","Limburgish","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","290","Loma","Loma","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","291","Lunda","Lunda","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","292","Luri","Luri","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","293","Luxembourgeois","Luxembourgeois","14"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","294","Maasai","Maasai","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","295","Madura","Madura","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","296","Magahi","Magahi","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","297","Mano","Mano","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","298","Maithili","Maithili","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","299","Makasar","Makasar","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","300","Maldivian","Maldivian","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","301","Mandar","Mandar","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","302","Mandingo","Mandingo","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","303","Manipuri","Manipuri","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","304","Manobo","Manobo","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","305","Maori","Maori","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","306","Mapudungun","Mapudungun","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","307","Mari","Mari","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","308","Marwari","Marwari","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","309","Mayan","Mayan","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","310","Mazandarani","Mazandarani","11"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","312","Midob","Midob","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","313","Minangkabau","Minangkabau","11"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","314","Moksha","Moksha","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","315","Moldovan","Moldovan","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","316","Mon","Mon","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","317","Mongo-Nkundu","Mongo-Nkundu","12"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","318","Moore","Moore","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","319","Nande","Nande","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","320","Nauruan","Nauruan","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","321","Navajo","Navajo","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","322","Ndonga","Ndonga","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","323","Newari","Newari","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","324","Ngbaka","Ngbaka","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","325","Nias","Nias","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","326","Niuean","Niuean","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","327","Nobiin","Nobiin","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","328","Nogai","Nogai","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","329","Nyamwezi","Nyamwezi","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","330","Nyanja","Nyanja","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","331","Nyankore","Nyankore","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","332","Nyoro","Nyoro","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","333","Nzema","Nzema","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","334","Oriya","Oriya","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","335","Pahlavani","Pahlavani","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","336","Palauan","Palauan","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","337","Pampangan","Pampangan","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","338","Pangasinan","Pangasinan","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","339","Papiamentu","Papiamentu","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","340","Phende","Phende","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","341","Pohnpeian","Pohnpeian","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","342","Portuguese Creole","Portuguese Creole","17"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","343","Qashqa'i","Qashqa'i","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","344","Rajasthani","Rajasthani","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","345","Rapa Nui","Rapa Nui","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","346","Rarotongan","Rarotongan","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","347","Romansh","Romansh","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","348","Romany","Romany","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","349","Rundi","Rundi","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","350","Saami","Saami","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","351","Selkup","Selkup","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","352","Sango","Sango","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","353","Santali","Santali","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","354","Sapo","Sapo","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","355","Sarakole","Sarakole","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","356","Sardinian","Sardinian","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","357","Serer-Sine","Serer-Sine","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","358","Shi","Shi","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","359","Sindhi","Sindhi","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","360","Sogdian","Sogdian","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","361","Songe","Songe","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","362","Sranan","Sranan","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","363","Sukuma","Sukuma","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","364","Susu","Susu","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","365","Swati","Swati","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","366","Syriac","Syriac","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","367","Tamashek","Tamashek","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","368","Temne","Temne","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","369","Tereno","Tereno","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","370","Tetela","Tetela","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","371","Tetun","Tetun","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","372","Tiv","Tiv","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","373","Tok Pisin","Tok Pisin","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","374","Tokelauan","Tokelauan","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","375","Tagalog","Tagalog","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","376","Tonga Nyasa","Tonga Nyasa","11"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","377","Tsonga","Tsonga","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","378","Tswana","Tswana","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","379","Tumbuka","Tumbuka","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","380","Tuvaluan","Tuvaluan","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","381","Tuvan","Tuvan","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","382","Udmurt","Udmurt","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","383","Umbundu","Umbundu","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","384","Urhobo","Urhobo","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","385","Uyghur","Uyghur","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","386","Vai","Vai","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","387","Valencian","Valencian","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","388","Venda","Venda","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","389","Votic","Votic","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","390","Wakashan","Wakashan","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","391","Wali","Wali","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","392","Wali Sudan","Wali Sudan","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","393","Walloon","Walloon","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","394","Waray","Waray","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","395","Welsh","Welsh","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","396","Wolaytta","Wolaytta","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","397","Xhosa","Xhosa","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","398","Yakut","Yakut","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","399","Yapese","Yapese","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","400","Yombe","Yombe","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","401","Zande","Zande","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","402","Zapotec","Zapotec","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","403","Zaza","Zaza","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","404","Zhuang","Zhuang","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","405","Zuni","Zuni","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","406","Luba-Kasai","Luba-Kasai","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","407","Luba-Katanga","Luba-Katanga","12"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","408","Ngumba","Ngumba","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","409","Basaa","Basaa","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","410","Karen, Pwo","Karen, Pwo","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","411","Karen, S'gaw","Karen, S'gaw","12"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","412","Chaldean Neo-Aramaic","Chaldean Neo-Aramaic","20"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","413","Assyrian Neo-Aramaic","Assyrian Neo-Aramaic","20"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","414","Lisu","Lisu","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","415","Kono","Kono","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","416","Chin","Chin","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","417","Bisaya","Bisaya","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","418","Idoma","Idoma","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","419","Low German","Low German","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","420","Kunama","Kunama","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","421","Tem","Tem","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","422","Ma'di","Ma'di","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","423","Bari","Bari","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","425","Mam","Mam","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","426","K'iche","K'iche","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","427","Abon","Abon","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","428","Efutu","Efutu","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","429","Amazigh","Amazigh","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","430","Larteh","Larteh","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","431","Mina","Mina","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","432","Saurashtra","Saurashtra","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","433","Tulu","Tulu","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","434","Lebanese","Lebanese","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","436","Apache","Apache","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","437","Rohingya","Rohingya","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","438","Nuwaubic","Nuwaubic","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","439","Kaqchikel","Kaqchikel","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","440","Nda'nda","Nda'nda","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","441","Tojolabal","Tojolabal","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","442","Jakalteko","Jakalteko","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","443","Dagari","Dagari","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","445","Lamnso","Lamnso","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","446","Ekegusii","Ekegusii","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","447","Eleme","Eleme","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","448","Mendankwe-Nkwen","Mendankwe-Nkwen","15"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","450","Bambalang","Bambalang","9"
